Token	Repeticiones	#Documentos	IDF
lepenzelesevel	1	1	2.704151
lepes	6	6	1.925999
lepese	2	2	2.403121
lepesehez	1	1	2.704151
lepesei	1	1	2.704151
lepeseinek	1	1	2.704151
lepeseirol	1	1	2.704151
lepeseit	1	1	2.704151
lepeseket	9	6	1.925999
lepesekkel	1	1	2.704151
lepesekor	1	1	2.704151
lepesekre	1	1	2.704151
lepesekrol	1	1	2.704151
lepesektoltehat	1	1	2.704151
lepesen	1	1	2.704151
lepesenek	1	1	2.704151
lepesenekidopontjat	1	1	2.704151
lepeset	1	1	2.704151
lepeskenyszerben	1	1	2.704151
lepesnek	2	2	2.403121
lepesre	1	1	2.704151
lepessel	1	1	2.704151
lepest	5	5	2.005181
lepesuk	2	2	2.403121
lepett	13	11	1.662758
lepettbe	1	1	2.704151
lepettfol	1	1	2.704151
lepfene	6	1	2.704151
lepfenenek	1	1	2.704151
lepfenere	1	1	2.704151
lepfenet	2	1	2.704151
lepfenevel	1	1	2.704151
lephants	1	1	2.704151
lephet	2	2	2.403121
lephetek	1	1	2.704151
lephetett	1	1	2.704151
lephetnek	1	1	2.704151
lepjen	4	4	2.102091
lepjenek	1	1	2.704151
lepjunk	1	1	2.704151
leple	7	6	1.925999
leplezetlenul	1	1	2.704151
leplezettmagyargyuloleterol	1	1	2.704151
leplezi	2	2	2.403121
leplezni	1	1	2.704151
leplezte	3	3	2.227029
lepne	1	1	2.704151
lepnek	4	3	2.227029
lepnenek	1	1	2.704151
lepni	2	2	2.403121
lepnunk	1	1	2.704151
lepo	4	3	2.227029
lepodikmeg	1	1	2.704151
lepodnenek	1	1	2.704151
lepre	1	1	2.704151
lepszdsz	1	1	2.704151
lept	1	1	2.704151
leptek	1	1	2.704151
leptekbe	1	1	2.704151
lepteku	1	1	2.704151
leptekveluk	1	1	2.704151
leptemelore	1	1	2.704151
lepteteseert	1	1	2.704151
leptetne	1	1	2.704151
leptetni	1	1	2.704151
leptetniaz	1	1	2.704151
lepunk	1	1	2.704151
lepusztitasa	1	1	2.704151
lepusztitottsaganak	1	1	2.704151
lepusztult	1	1	2.704151
ler	1	1	2.704151
leragadt	1	1	2.704151
lerakodohelye	1	1	2.704151
leraktak	1	1	2.704151
lerc	5	5	2.005181
lern	1	1	2.704151
leroi	1	1	2.704151
lerombolasan	2	1	2.704151
leromboltak	1	1	2.704151
leromlo	1	1	2.704151
leromlott	1	1	2.704151
lerouge	1	1	2.704151
lertekek	1	1	2.704151
les	7	5	2.005181
lesar	1	1	2.704151
lesbian	9	4	2.102091
lesch	1	1	2.704151
lesebb	1	1	2.704151
lesen	1	1	2.704151
lesher	2	1	2.704151
lesik	1	1	2.704151
lesikalt	1	1	2.704151
lesipuskasok	1	1	2.704151
lesley	5	4	2.102091
leslie	2	2	2.403121
less	105	56	0.955962
lessee	1	1	2.704151
lessen	1	1	2.704151
lessens	1	1	2.704151
lesser	6	4	2.102091
lessing	4	2	2.403121
lesson	12	8	1.801061
lessons	10	7	1.859052
lessor	1	1	2.704151
lest	2	2	2.403121
lester	2	1	2.704151
lesujtani	1	1	2.704151
lesujtottak	2	1	2.704151
lesullyedtek	1	1	2.704151
lesz	233	42	1.080901
lesza	1	1	2.704151
leszakad	1	1	2.704151
leszakadhat	1	1	2.704151
leszakadjanak	1	1	2.704151
leszakadokorhoz	1	1	2.704151
leszakadunk	1	1	2.704151
leszallasrendes	1	1	2.704151
leszallitott	1	1	2.704151
leszallohelyet	1	1	2.704151
leszamitva	3	2	2.403121
leszamolas	2	2	2.403121
leszamolasokhoz	2	1	2.704151
leszarmazottai	1	1	2.704151
leszarmazottjanak	1	1	2.704151
leszbelole	1	1	2.704151
leszek	2	2	2.403121
leszerelesre	1	1	2.704151
leszerepelnek	1	1	2.704151
leszm	1	1	2.704151
lesznek	21	16	1.500031
leszogezi	9	8	1.801061
leszogezni	2	2	2.403121
leszogezte	28	18	1.448878
leszogeztek	1	1	2.704151
leszoltak	1	1	2.704151
leszoritani	1	1	2.704151
leszoritasat	1	1	2.704151
leszoritott	1	1	2.704151
leszoritotta	1	1	2.704151
leszoritottak	1	1	2.704151
leszszuksege	1	1	2.704151
lesztette	1	1	2.704151
leszuenk	1	1	2.704151
leszunk	5	5	2.005181
leszurni	1	1	2.704151
let	83	35	1.160082
letagadni	3	3	2.227029
letapostak	1	1	2.704151
letapostatnak	1	1	2.704151
letargiarol	1	1	2.704151
letart	1	1	2.704151
letartoztatasa	1	1	2.704151
letartoztatasba	1	1	2.704151
letartoztatasi	1	1	2.704151
letartoztatott	5	4	2.102091
letartoztatottakat	1	1	2.704151
letartoztattak	1	1	2.704151
letben	1	1	2.704151
lete	7	6	1.925999
leteenek	1	1	2.704151
leteet	1	1	2.704151
letegyen	1	1	2.704151
leteink	1	1	2.704151
leteinket	1	1	2.704151
letek	6	2	2.403121
leteken	5	1	2.704151
leteket	4	2	2.403121
letekre	1	1	2.704151
letelepedett	1	1	2.704151
letelik	2	1	2.704151
leten	5	2	2.403121
letenek	1	1	2.704151
letenyetol	1	1	2.704151
letep	1	1	2.704151
letepi	1	1	2.704151
leterdekei	1	1	2.704151
leterdekeivel	1	1	2.704151
letes	4	3	2.227029
letesit	1	1	2.704151
letesitendo	1	1	2.704151
letesitesetkivanjuk	1	1	2.704151
letesitesi	1	1	2.704151
letesitettek	1	1	2.704151
letesitettkabelgyarat	1	1	2.704151
letesitmeny	1	1	2.704151
letesitmenyben	1	1	2.704151
letesitmenyek	1	1	2.704151
letesits	1	1	2.704151
letesult	1	1	2.704151
letet	5	5	2.005181
letetemenyese	1	1	2.704151
letetemenyeset	1	1	2.704151
letett	5	2	2.403121
letevel	1	1	2.704151
letevobankfelugyeletre	1	1	2.704151
letezeserol	2	1	2.704151
letezeset	2	2	2.403121
letezesi	1	1	2.704151
letezest	1	1	2.704151
letezesuenk	1	1	2.704151
letezett	3	3	2.227029
letezhet	1	1	2.704151
letezik	14	10	1.704151
letezne	1	1	2.704151
leteznek	1	1	2.704151
letezo	8	5	2.005181
letezolapot	1	1	2.704151
letezonek	1	1	2.704151
letezoszocializmus	1	1	2.704151
letfenntartas	1	1	2.704151
letfenntartasahoz	1	1	2.704151
letfenntartasi	1	1	2.704151
letfenntarto	1	1	2.704151
letfenyegetes	1	1	2.704151
letfogytig	2	1	2.704151
letformanakkialtottak	1	1	2.704151
lethal	2	2	2.403121
lethargy	1	1	2.704151
lethataron	1	1	2.704151
lethbridegc	1	1	2.704151
lethez	1	1	2.704151
lethoz	1	1	2.704151
leti	5	2	2.403121
letiegys	1	1	2.704151
letisztulnak	1	1	2.704151
letkelt	1	1	2.704151
letkuszob	1	1	2.704151
letlen	4	3	2.227029
letminimum	8	6	1.925999
letminimumanakmegallapitasara	1	1	2.704151
letminimumon	1	1	2.704151
letminimumot	2	2	2.403121
letn	1	1	2.704151
letnek	1	1	2.704151
letoreset	1	1	2.704151
letorlik	1	1	2.704151
letorolnek	1	1	2.704151
letrados	1	1	2.704151
letratoztattak	1	1	2.704151
letre	39	23	1.342423
letrea	1	1	2.704151
letrehozando	1	1	2.704151
letrehozandotorteneti	1	1	2.704151
letrehozasa	5	5	2.005181
letrehozasahoz	3	3	2.227029
letrehozasan	1	1	2.704151
letrehozasanak	1	1	2.704151
letrehozasara	2	1	2.704151
letrehozasarol	5	4	2.102091
letrehozasat	7	7	1.859052
letrehozasatjavasoljak	1	1	2.704151
letrehozasaval	1	1	2.704151
letrehozna	1	1	2.704151
letrehoznak	1	1	2.704151
letrehozni	5	4	2.102091
letrehozniannak	1	1	2.704151
letrehozo	1	1	2.704151
letrehozoi	1	1	2.704151
letrehozott	6	6	1.925999
letrehozottbirosagi	1	1	2.704151
letrehozottreszortfelelosi	1	1	2.704151
letrehozotttarcakozi	1	1	2.704151
letrehozotttulajdonviszonyok	1	1	2.704151
letrehoztak	1	1	2.704151
letrehoztuk	1	1	2.704151
letrehozzak	1	1	2.704151
letrejon	2	2	2.403121
letrejonne	2	2	2.403121
letrejott	6	5	2.005181
letrejotte	1	1	2.704151
letrejottehez	1	1	2.704151
letrejotterol	1	1	2.704151
letrejottet	2	2	2.403121
letrejovo	1	1	2.704151
lets	4	2	2.403121
letszam	3	2	2.403121
letszama	1	1	2.704151
letszamanaknoveleserol	1	1	2.704151
letszamaranyosan	1	1	2.704151
letszamat	4	4	2.102091
letszamatol	1	1	2.704151
letszamcsokkentes	2	1	2.704151
letszamemelese	1	1	2.704151
letszamleepites	2	2	2.403121
letszamleepitesekrol	2	1	2.704151
letszamleepitesre	1	1	2.704151
letszamleepitessel	1	1	2.704151
letszamleepitest	1	1	2.704151
letszamu	2	2	2.403121
letszamuk	1	1	2.704151
lett	91	35	1.160082
lettegyenlo	1	1	2.704151
lettek	9	8	1.801061
letteket	1	1	2.704151
lettel	2	2	2.403121
lettem	5	4	2.102091
letter	46	26	1.289177
letterboxes	2	1	2.704151
letters	18	13	1.590207
letting	2	2	2.403121
lettmadocsan	1	1	2.704151
letts	1	1	2.704151
lettszigetvar	1	1	2.704151
lettuce	4	1	2.704151
lettunk	7	3	2.227029
lettvolna	2	2	2.403121
letty	1	1	2.704151
letu	5	5	2.005181
letukert	1	1	2.704151
letunkre	1	1	2.704151
letzten	3	1	2.704151
leu	1	1	2.704151
leukemia	2	2	2.403121
leukocy	1	1	2.704151
leul	1	1	2.704151
leuprecht	1	1	2.704151
leuralashoz	1	1	2.704151
leuthart	1	1	2.704151
leuttetem	1	1	2.704151
leuven	2	1	2.704151
lev	6	4	2.102091
leva	1	1	2.704151
levagasat	1	1	2.704151
levagjak	1	1	2.704151
levai	7	2	2.403121
levalasa	2	1	2.704151
levalik	1	1	2.704151
levaltani	1	1	2.704151
levaltas	1	1	2.704151
levaltasa	2	2	2.403121
levaltasakor	1	1	2.704151
levaltasat	3	2	2.403121
levaltasaval	1	1	2.704151
levaltott	1	1	2.704151
levaltotta	1	1	2.704151
levaltottak	1	1	2.704151
levantamiento	1	1	2.704151
levasarolni	1	1	2.704151
levchenko	4	1	2.704151
leveg	1	1	2.704151
levego	2	2	2.403121
levegobe	1	1	2.704151
levegoben	1	1	2.704151
levegobendarabokra	1	1	2.704151
levegon	1	1	2.704151
levegore	1	1	2.704151
levegye	1	1	2.704151
level	144	82	0.790337
levelben	15	11	1.662758
levelbengratulalt	1	1	2.704151
levelbol	1	1	2.704151
levelboritekbazarni	1	1	2.704151
levele	1	1	2.704151
leveleahogy	1	1	2.704151
leveleben	4	4	2.102091
levelebol	1	1	2.704151
leveled	2	2	2.403121
levelehez	1	1	2.704151
levelei	1	1	2.704151
leveleidet	2	1	2.704151
leveleit	2	2	2.403121
levelek	2	2	2.403121
levelekkel	1	1	2.704151
levelem	2	2	2.403121
levelemet	1	1	2.704151
levelenek	1	1	2.704151
levelesl	1	1	2.704151
leveleszerint	1	1	2.704151
levelet	19	11	1.662758
levelezesi	1	1	2.704151
levelezest	1	1	2.704151
levelezo	1	1	2.704151
levelhez	1	1	2.704151
levelironak	1	1	2.704151
levelironk	1	1	2.704151
levels	67	47	1.032053
leveltar	1	1	2.704151
leveltarak	1	1	2.704151
leveltarban	1	1	2.704151
leveltari	2	2	2.403121
leveltaros	1	1	2.704151
leveltitok	1	1	2.704151
levelukben	3	3	2.227029
levelukre	2	1	2.704151
levelv	1	1	2.704151
levelvaltas	1	1	2.704151
levemente	4	2	2.403121
leven	4	4	2.102091
levendel	1	1	2.704151
levenni	1	1	2.704151
lever	2	2	2.403121
leverage	1	1	2.704151
levereseben	1	1	2.704151
leverett	3	1	2.704151
leverik	1	1	2.704151
leveroi	1	1	2.704151
leves	1	1	2.704151
levesert	3	1	2.704151
levet	1	1	2.704151
levetetnie	1	1	2.704151
levetettek	1	1	2.704151
levetitette	1	1	2.704151
levetkozesemellett	1	1	2.704151
levettek	1	1	2.704151
levezenyelni	1	1	2.704151
levi	4	2	2.403121
leviathan	4	2	2.403121
levied	5	5	2.005181
levin	14	14	1.558022
levine	5	5	2.005181
levitan	1	1	2.704151
levitas	9	9	1.749908
levizelessel	1	1	2.704151
levizeli	1	1	2.704151
levo	45	24	1.323939
levoadokulcs	1	1	2.704151
levok	2	2	2.403121
levokalifornia	1	1	2.704151
levoke	1	1	2.704151
levoketes	1	1	2.704151
levonas	1	1	2.704151
levonasa	1	1	2.704151
levonasnal	1	1	2.704151
levonast	1	1	2.704151
levonek	1	1	2.704151
levonemet	1	1	2.704151
levonhatok	1	1	2.704151
levonni	3	3	2.227029
levonul	1	1	2.704151
levonult	1	1	2.704151
levoszegenyembert	1	1	2.704151
levotanar	1	1	2.704151
levy	2	2	2.403121
levying	1	1	2.704151
lewd	1	1	2.704151
lewebcafe	2	2	2.403121
lewers	1	1	2.704151
lewin	3	1	2.704151
lewis	36	26	1.289177
lewisad	3	3	2.227029
lewiston	6	5	2.005181
lex	5	5	2.005181
lexicom	3	3	2.227029
lexikon	3	3	2.227029
lexikondr	1	1	2.704151
lexis	5	5	2.005181
lexmark	5	5	2.005181
ley	29	6	1.925999
leyes	3	1	2.704151
lez	1	1	2.704151
lezajlott	4	4	2.102091
lezajlottspontan	1	1	2.704151
lezarni	3	1	2.704151
lezaro	1	1	2.704151
lezarta	3	3	2.227029
lezartnak	2	2	2.403121
lezarul	1	1	2.704151
lezengo	1	1	2.704151
lezs	3	1	2.704151
lezsak	30	14	1.558022
lezsakek	1	1	2.704151
lezsakhisz	1	1	2.704151
lezsaknak	1	1	2.704151
lezsakra	1	1	2.704151
lezsaksandor	2	2	2.403121
lezsakvelemenye	1	1	2.704151
lezserebb	1	1	2.704151
lezsidozas	1	1	2.704151
lezsidozasarol	1	1	2.704151
lezsidoztak	1	1	2.704151
lezuellesztesere	1	1	2.704151
lezuhan	1	1	2.704151
lezuhant	1	1	2.704151
lezullesztesere	1	1	2.704151
lezullott	2	1	2.704151
lezzi	1	1	2.704151
lf	11	4	2.102091
lfc	4	3	2.227029
lfhs	2	2	2.403121
lfiloz	1	1	2.704151
lfog	1	1	2.704151
lfordul	1	1	2.704151
lfs	5	5	2.005181
lfv	1	1	2.704151
lfwc	2	2	2.403121
lg	1	1	2.704151
lgc	3	3	2.227029
lgca	1	1	2.704151
lgih	1	1	2.704151
lglobal	3	3	2.227029
lgms	3	3	2.227029
lgsuhsd	1	1	2.704151
lgu	3	3	2.227029
lh	2	2	2.403121
lhag	1	1	2.704151
lhat	4	3	2.227029
lhatatlan	1	1	2.704151
lhatnak	1	1	2.704151
lhatta	1	1	2.704151
lhessenek	1	1	2.704151
lhet	6	2	2.403121
lhetetlen	2	1	2.704151
lhg	2	2	2.403121
lhh	1	1	2.704151
lhm	1	1	2.704151
lhmc	1	1	2.704151
lhogy	1	1	2.704151
lhomond	1	1	2.704151
lhoz	1	1	2.704151
lhr	1	1	2.704151
lhs	2	1	2.704151
lhup	1	1	2.704151
lhv	1	1	2.704151
li	34	11	1.662758
lia	1	1	2.704151
liabilities	12	5	2.005181
liability	72	23	1.342423
liable	37	9	1.749908
liaison	3	3	2.227029
liance	1	1	2.704151
liang	1	1	2.704151
liant	1	1	2.704151
liao	2	1	2.704151
lib	432	6	1.925999
libaboros	1	1	2.704151
libanon	2	2	2.403121
libanonban	2	2	2.403121
libanonbol	3	3	2.227029
libanoni	2	2	2.403121
libart	1	1	2.704151
libation	1	1	2.704151
libby	5	5	2.005181
libcc	1	1	2.704151
libclassroom	1	1	2.704151
libe	2	2	2.403121
libel	7	4	2.102091
liber	7	2	2.403121
libera	2	2	2.403121
liberada	4	1	2.704151
liberal	62	31	1.212789
liberalbolsevik	24	12	1.624969
liberalbolsevikok	3	3	2.227029
liberalbolsevikoknak	2	2	2.403121
liberalbolsevista	1	1	2.704151
liberalbolsevizmusban	1	1	2.704151
liberalbolsevizmusrol	1	1	2.704151
liberalbolsisajtohienaktol	1	1	2.704151
liberalfasiszta	1	1	2.704151
liberalfasizmus	1	1	2.704151
liberalis	93	26	1.289177
liberalisabb	1	1	2.704151
liberalisai	2	2	2.403121
liberalisait	1	1	2.704151
liberalisalkotmanyokra	1	1	2.704151
liberalisan	1	1	2.704151
liberalisaz	1	1	2.704151
liberalisemberek	1	1	2.704151
liberalisertelmisegi	1	1	2.704151
liberalisgazdasagpolitika	1	1	2.704151
liberaliskonglomeratumot	1	1	2.704151
liberalism	10	7	1.859052
liberalisok	16	9	1.749908
liberalisokat	2	2	2.403121
liberalisoknak	2	2	2.403121
liberalisokszekertolojanak	1	1	2.704151
liberalisszamara	1	1	2.704151
liberalisszavazotabor	1	1	2.704151
liberalizacios	1	1	2.704151
liberalizalaascimen	1	1	2.704151
liberalizalasa	1	1	2.704151
liberalization	2	2	2.403121
liberalized	2	2	2.403121
liberalizmus	20	12	1.624969
liberalizmusarahivatkozott	1	1	2.704151
liberalizmusat	2	1	2.704151
liberalizmusaval	1	1	2.704151
liberalizmushirdetesevel	1	1	2.704151
liberalizmushoz	1	1	2.704151
liberalizmust	2	2	2.403121
liberalizmustol	3	2	2.403121
liberalizmusukat	1	1	2.704151
liberals	8	7	1.859052
liberate	1	1	2.704151
liberated	2	2	2.403121
liberating	1	1	2.704151
liberation	17	11	1.662758
liberator	1	1	2.704151
liberia	2	1	2.704151
libertarian	1	1	2.704151
libertarianus	1	1	2.704151
libertatea	1	1	2.704151
libertech	1	1	2.704151
liberties	16	10	1.704151
libertin	1	1	2.704151
libertinus	1	1	2.704151
liberty	43	16	1.500031
libertyville	1	1	2.704151
libiabol	1	1	2.704151
libiai	4	3	2.227029
libiatol	1	1	2.704151
libiss	2	2	2.403121
liblab	1	1	2.704151
libor	5	2	2.403121
libpub	3	3	2.227029
libr	7	4	2.102091
librarian	5	3	2.227029
libraries	10	4	2.102091
library	181	34	1.172672
libris	1	1	2.704151
librise	1	1	2.704151
libros	2	2	2.403121
libya	5	3	2.227029
licence	2	1	2.704151
license	40	12	1.624969
licensed	13	5	2.005181
licensee	1	1	2.704151
licensees	3	1	2.704151
licenses	23	7	1.859052
licensing	15	10	1.704151
licensz	1	1	2.704151
liceumai	1	1	2.704151
liceumaibanszlav	1	1	2.704151
liceumban	1	1	2.704151
lichtenstein	1	1	2.704151
liciot	1	1	2.704151
licit	1	1	2.704151
licita	1	1	2.704151
licitaci	1	1	2.704151
licitalas	1	1	2.704151
licitalast	1	1	2.704151
licitalhat	1	1	2.704151
licitalni	1	1	2.704151
licitalok	1	1	2.704151
lick	2	2	2.403121
licor	4	4	2.102091
licuado	9	2	2.403121
lidac	3	3	2.227029
lidar	1	1	2.704151
lidas	1	1	2.704151
lider	1	1	2.704151
liderazgo	3	2	2.403121
lidia	1	1	2.704151
lido	2	2	2.403121
lidos	1	1	2.704151
lie	7	7	1.859052
liebert	3	3	2.227029
liebling	2	1	2.704151
liebsten	1	1	2.704151
liechtenstein	1	1	2.704151
lieder	1	1	2.704151
liege	3	3	2.227029
liegen	1	1	2.704151
lien	10	3	2.227029
liens	5	1	2.704151
lies	3	3	2.227029
liessen	1	1	2.704151
lieu	2	2	2.403121
lieutenant	2	2	2.403121
liezen	1	1	2.704151
life	417	122	0.617791
lifeboats	1	1	2.704151
lifeline	1	1	2.704151
lifeplay	1	1	2.704151
lifers	1	1	2.704151
lifes	1	1	2.704151
lifestyle	11	9	1.749908
lifestyles	5	4	2.102091
lifetech	1	1	2.704151
lifetime	6	5	2.005181
lifetimes	1	1	2.704151
lifl	1	1	2.704151
lift	7	7	1.859052
lifted	3	3	2.227029
lifter	2	2	2.403121
lifting	1	1	2.704151
lifts	1	1	2.704151
lig	2	2	2.403121
liga	1	1	2.704151
ligaja	1	1	2.704151
ligajaban	1	1	2.704151
ligeros	1	1	2.704151
ligete	1	1	2.704151
ligetekkel	1	1	2.704151
ligeti	2	2	2.403121
light	92	55	0.963788
lightbridge	1	1	2.704151
lighter	1	1	2.704151
lightfoot	3	3	2.227029
lighthouse	4	4	2.102091
lighting	13	8	1.801061
lightlink	5	5	2.005181
lightly	2	2	2.403121
lightnin	1	1	2.704151
lights	3	2	2.403121
lightside	5	5	2.005181
lightspeed	9	6	1.925999
lightweight	1	1	2.704151
ligonieri	1	1	2.704151
liheg	1	1	2.704151
liheges	2	2	2.403121
lihegese	2	2	2.403121
liii	1	1	2.704151
lik	6	3	2.227029
like	145	78	0.812056
liked	1	1	2.704151
likelihood	5	3	2.227029
likely	70	42	1.080901
likert	1	1	2.704151
likes	2	2	2.403121
likewise	5	4	2.102091
likud	1	1	2.704151
likvid	1	1	2.704151
lilac	1	1	2.704151
lilacs	1	1	2.704151
lilasagait	1	1	2.704151
lilco	1	1	2.704151
lilija	1	1	2.704151
lille	3	3	2.227029
lillehammer	4	4	2.102091
lillian	2	2	2.403121
lilly	5	5	2.005181
lily	2	2	2.403121
lim	3	2	2.403121
lima	8	3	2.227029
limbex	2	2	2.403121
limbs	2	2	2.403121
lime	4	2	2.403121
limelight	2	2	2.403121
limerick	1	1	2.704151
limestone	1	1	2.704151
limit	60	25	1.306211
limita	1	1	2.704151
limitada	1	1	2.704151
limitado	1	1	2.704151
limitation	5	4	2.102091
limitations	20	15	1.528059
limited	120	52	0.988147
limiting	13	12	1.624969
limitless	3	2	2.403121
limits	35	24	1.323939
limnol	1	1	2.704151
lin	13	5	2.005181
linas	1	1	2.704151
linc	4	2	2.403121
lincnet	1	1	2.704151
lincoln	47	16	1.500031
lincselesnek	1	1	2.704151
linctel	1	1	2.704151
linda	2	1	2.704151
lindas	1	1	2.704151
lindenwood	1	1	2.704151
linder	1	1	2.704151
lindesberg	2	2	2.403121
lindsay	1	1	2.704151
lindy	1	1	2.704151
line	147	82	0.790337
linea	8	2	2.403121
linear	13	6	1.925999
lined	3	2	2.403121
liner	1	1	2.704151
liners	1	1	2.704151
lines	52	38	1.124367
linex	4	4	2.102091
linfield	2	2	2.403121
ling	11	8	1.801061
lingering	3	3	2.227029
lingis	1	1	2.704151
linguistic	3	3	2.227029
linguistics	108	106	0.678845
lining	1	1	2.704151
linizmus	1	1	2.704151
link	79	34	1.172672
linkabit	2	2	2.403121
linkage	13	11	1.662758
linkages	2	2	2.403121
linke	1	1	2.704151
linked	19	17	1.473702
linkedto	1	1	2.704151
linkevicius	1	1	2.704151
linking	8	8	1.801061
linkline	1	1	2.704151
linknet	7	4	2.102091
linkoping	2	2	2.403121
links	33	17	1.473702
linn	2	1	2.704151
linneman	1	1	2.704151
linnet	2	2	2.403121
lino	5	5	2.005181
linz	8	4	2.102091
lion	3	3	2.227029
lionel	2	2	2.403121
lionizing	1	1	2.704151
lipinski	5	5	2.005181
lipotvarosban	1	1	2.704151
lipotvarosi	1	1	2.704151
lippai	1	1	2.704151
lippen	1	1	2.704151
lippman	4	2	2.403121
lipscomb	1	1	2.704151
liptak	10	5	2.005181
liptakbela	2	2	2.403121
liptakek	2	1	2.704151
liptakxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxthe	1	1	2.704151
liquid	8	5	2.005181
liquidation	3	3	2.227029
liquidity	6	3	2.227029
lir	1	1	2.704151
liris	2	2	2.403121
lirmm	1	1	2.704151
lis	61	9	1.749908
lisan	3	3	2.227029
lisb	1	1	2.704151
lisd	3	3	2.227029
lisis	2	2	2.403121
lisle	5	5	2.005181
lismerje	1	1	2.704151
lisos	1	1	2.704151
lisovskii	6	2	2.403121
lisra	1	1	2.704151
list	143	43	1.070682
lista	3	3	2.227029
listaja	1	1	2.704151
listajan	1	1	2.704151
listajara	1	1	2.704151
listajarol	1	1	2.704151
listan	2	1	2.704151
listarol	1	1	2.704151
listas	2	2	2.403121
listat	1	1	2.704151
listavezeto	1	1	2.704151
listed	15	12	1.624969
listen	4	2	2.403121
listened	1	1	2.704151
listener	1	1	2.704151
listeners	4	2	2.403121
listening	10	5	2.005181
listing	7	7	1.859052
listings	2	2	2.403121
lists	14	7	1.859052
listserv	5	1	2.704151
listservs	1	1	2.704151
listyev	10	2	2.403121
liszt	6	3	2.227029
lit	9	7	1.859052
litc	4	4	2.102091
lite	2	2	2.403121
litel	2	2	2.403121
literacy	19	7	1.859052
literal	3	3	2.227029
literally	5	4	2.102091
literara	1	1	2.704151
literary	56	17	1.473702
literature	344	113	0.651072
literenkenti	1	1	2.704151
lithium	2	2	2.403121
litho	2	2	2.403121
lithuania	13	12	1.624969
lithuanian	6	4	2.102091
lithuaniasigned	1	1	2.704151
litigants	1	1	2.704151
litigate	1	1	2.704151
litigated	1	1	2.704151
litigation	18	11	1.662758
litio	2	1	2.704151
litovsk	1	1	2.704151
litskai	2	1	2.704151
litter	1	1	2.704151
littered	1	1	2.704151
little	63	42	1.080901
litton	7	7	1.859052
liturgiarol	1	1	2.704151
liturgy	3	3	2.227029
litvan	2	2	2.403121
litwack	1	1	2.704151
litwin	1	1	2.704151
liu	25	7	1.859052
liuc	1	1	2.704151
liumi	1	1	2.704151
liunet	5	5	2.005181
lius	3	1	2.704151
liv	8	4	2.102091
livable	4	3	2.227029
live	47	34	1.172672
liveable	1	1	2.704151
lived	21	17	1.473702
livelihood	2	1	2.704151
lively	2	1	2.704151
liver	2	2	2.403121
livermore	20	5	2.005181
liverpool	2	2	2.403121
lives	51	36	1.147848
livestock	1	1	2.704151
living	106	44	1.060698
livingston	15	15	1.528059
livingstone	4	1	2.704151
livjm	5	4	2.102091
livnet	3	3	2.227029
liz	7	7	1.859052
lj	28	8	1.801061
lja	9	3	2.227029
ljai	1	1	2.704151
ljaiban	1	1	2.704151
ljaik	1	1	2.704151
ljanak	1	1	2.704151
ljcrf	1	1	2.704151
ljen	2	1	2.704151
ljenek	1	1	2.704151
ljextra	1	1	2.704151
ljuk	6	2	2.403121
ljworld	1	1	2.704151
lk	20	3	2.227029
lka	1	1	2.704151
lkap	1	1	2.704151
lkelet	1	1	2.704151
lkereskedelm	1	1	2.704151
lkit	3	2	2.403121
lkod	2	2	2.403121
lkoz	1	1	2.704151
lkozom	1	1	2.704151
lkwash	3	3	2.227029
ll	89	20	1.403121
llal	2	2	2.403121
llalj	1	1	2.704151
llalja	2	2	2.403121
llaljuk	1	1	2.704151
llalkoz	1	1	2.704151
llalni	1	1	2.704151
llalnunk	1	1	2.704151
llalt	4	3	2.227029
llam	10	2	2.403121
llamalap	1	1	2.704151
llamappar	1	1	2.704151
llamaron	1	1	2.704151
llamhat	1	1	2.704151
llami	8	3	2.227029
llamigazgat	1	1	2.704151
llamilag	1	1	2.704151
llamis	1	1	2.704151
llamnyelv	1	1	2.704151
llamok	3	2	2.403121
llamokat	1	1	2.704151
llamokb	1	1	2.704151
llamotismeri	1	1	2.704151
llamp	2	1	2.704151
llampolg	8	1	2.704151
llamrend	3	1	2.704151
llamrendet	1	1	2.704151
llamszervezeten	1	1	2.704151
llamtitk	4	2	2.403121
llamuk	1	1	2.704151
llamukat	1	1	2.704151
lland	5	3	2.227029
llano	5	5	2.005181
llap	8	2	2.403121
llapitanunk	1	1	2.704151
llapod	15	2	2.403121
llapot	3	2	2.403121
llapotban	1	1	2.704151
llbean	1	1	2.704151
llc	1	1	2.704151
llegada	2	1	2.704151
llegado	2	2	2.403121
llegando	1	1	2.704151
llegar	1	1	2.704151
llegfontosabb	1	1	2.704151
llek	1	1	2.704151
llel	2	1	2.704151
llena	1	1	2.704151
llenado	1	1	2.704151
ller	1	1	2.704151
lleshi	1	1	2.704151
llev	1	1	2.704151
llevada	1	1	2.704151
llevadas	2	2	2.403121
llevado	4	2	2.403121
llevan	1	1	2.704151
llevar	2	2	2.403121
lleven	1	1	2.704151
llewellyn	1	1	2.704151
lliber	1	1	2.704151
llig	1	1	2.704151
llion	4	4	2.102091
llit	1	1	2.704151
llitani	1	1	2.704151
llitja	1	1	2.704151
llja	1	1	2.704151
lljunk	1	1	2.704151
lln	1	1	2.704151
llnak	5	2	2.403121
