Token	Repeticiones	#Documentos
ragaszkodott	1	1
rablok	1	1
szovjetuniobol	1	1
ugyeskedesevel	1	1
hatalmukat	2	2
bocsatjak	2	2
aruba	3	3
meses	27	4
foosztalyara	1	1
befutott	4	2
gyanujara	1	1
bejelentes	1	1
szemelyekkel	1	1
mentelmi	3	3
penzre	1	1
letrehozasan	1	1
szovjetunioban	1	1
kimeneteleben	1	1
jatszik	2	2
tetelt	1	1
kezekben	1	1
nyolcvanszorosra	1	1
hatalmasodott	1	1
rablas	4	3
remuralmanak	3	3
osszbunozesen	1	1
rablasok	3	3
vavro	1	1
buntetesek	1	1
szigora	1	1
visszatarto	1	1
penzszerzo	1	1
hatvanas	1	1
elkovetot	1	1
szembetuno	1	1
fiatalkoruak	1	1
buntetett	1	1
kiugroan	1	1
veszelyesseget	1	1
percig	2	2
sarokban	1	1
czoma	1	1
keszthelyi	1	1
helikon	5	2
kastelymuzeum	1	1
intezmenyben	2	2
megallapitasa	1	1
sved	1	1
forgatasi	1	1
helyszineket	1	1
beteti	2	2
informalodott	1	1
partnererol	1	1
kototte	1	1
forgatassal	1	1
okozhato	1	1
muzeumot	1	1
forgatasanak	2	2
felhasznalni	1	1
hutlen	3	2
vadpontba	1	1
ilyeneket	2	2
spironak	1	1
nivodijat	1	1
allasabol	1	1
eselyes	1	1
huszan	1	1
jelentkeztek	1	1
teveelnoki	2	2
eredmenytelenul	2	2
eselyesnek	2	2
goncznek	1	1
egyhazgyalazas	2	2
jutalmazasara	1	1
kolteset	1	1
tajekoztatot	1	1
papalatogatas	1	1
szentmisejere	1	1
jelentkezes	1	1
plebaniajukon	1	1
jelzik	2	2
megkaphatjak	1	1
nevre	3	3
kathpress	1	1
hirugynokseg	6	4
veglegesse	1	1
alekszij	4	4
talalkozik	3	3
pannonhalmi	3	3
alapitasanak	2	2
ezredik	2	2
evfordulojan	2	2
halomra	1	1
gyilkolt	1	1
emlekevel	1	1
atvedlett	1	1
kovetesere	1	1
poznan	2	1
martirjaira	1	1
elnokben	1	1
koszorut	2	2
elhelyezni	1	1
poznani	1	1
emlekmunel	1	1
negyvenedik	2	2
elmenni	1	1
poznanba	1	1
futyultek	1	1
bortonre	1	1
eveket	2	2
emlekezok	1	1
formaloi	1	1
szemunk	1	1
ujraertelmezik	1	1
hete	5	4
ujsagcikkben	1	1
viszontagsagos	1	1
tisztseget	2	2
kisfaludy	1	1
utcaiak	1	1
fancsik	1	1
atvette	1	1
pongratz	3	2
foparancsnoksagot	1	1
kozi	1	1
bajtarsak	1	1
tanyer	2	2
gulyasleves	1	1
rozzant	1	1
kulvarosi	1	1
megfaradt	1	1
szemuk	1	1
gergelyt	1	1
bajtarsi	1	1
teheted	1	1
elnezve	1	1
kopott	1	1
barati	5	4
szaraztesztat	1	1
osztottak	3	3
kuldemeny	1	1
tortenelmet	4	2
otvenhatban	1	1
resztvevonek	1	1
alakok	1	1
hivatasosan	1	1
uzik	1	1
kiadva	1	1
hazaarulok	3	3
gyilkosainak	1	1
nyog	1	1
felbemaradt	1	1
juttassak	3	3
gyalazok	1	1
szabadsagharunk	1	1
hoseinek	1	1
tevedest	1	1
hgoy	2	2
szovegbol	1	1
kihuztak	1	1
europaval	1	1
europeer	1	1
ertekeinkkel	1	1
gyuloletekkel	1	1
ostobasagat	1	1
rangjaval	1	1
megszorozva	1	1
elokelo	2	2
suletlensegeinek	1	1
listajan	1	1
lista	3	3
elosztjuk	1	1
arpadot	1	1
egeszre	1	1
faragott	1	1
koszalhat	1	1
vonatkozasairol	1	1
kulpolitikaert	1	1
belpolitika	2	2
elorenyomulas	1	1
megvaltozhat	1	1
levegye	1	1
terrort	1	1
geopolitikai	1	1
okoknal	1	1
posztkommunistakbol	1	1
alszocialdemokrata	1	1
kialakuljon	1	1
polgarsag	3	3
pusztitotta	1	1
nepeinek	1	1
engedetlensegi	3	2
borzalmas	2	2
pax	2	1
pecuniahoz	1	1
szabadsagszereto	1	1
pecunia	1	1
epitesekor	1	1
ragadvanynevet	1	1
erzekenysegnek	1	1
egyetemet	1	1
vagyona	6	5
hasznalt	3	3
epittetotol	1	1
takarozott	1	1
alultaplaltsag	1	1
csendes	2	2
felhatalmazta	2	2
szerkesztoseget	1	1
hazelnok	4	3
1121	2	2
galgoczy	1	1
68	91	7
betettem	1	1
boritekba	2	2
nyugdijam	2	1
forinitot	1	1
93	70	7
osszak	1	1
raszorulo	1	1
igazsagosan	1	1
elosztani	1	1
felajanlom	1	1
szauna	1	1
onzetlen	1	1
felajanlasom	1	1
valamikeppen	1	1
eljuttattam	1	1
sajtoorganumnak	1	1
kerti	1	1
kormanyunnepelyen	1	1
nepnyuzo	1	1
feliratu	1	1
transzparensuk	1	1
orakon	1	1
kampanyt	1	1
elvenni	2	2
hathatos	2	2
torvenyhozasa	1	1
jelleggel	2	2
kedvezmeny	3	3
titkolt	1	1
torvenytervezete	1	1
erokkel	1	1
percekben	1	1
ertesules	1	1
vezeregyenisegehez	1	1
newt	3	3
napirendjerol	1	1
utanig	1	1
kepviselotarsa	1	1
szerezze	1	1
lantost	1	1
sokakat	1	1
megbotrankoztato	1	1
kerette	1	1
lejaratasa	1	1
zsarolasa	1	1
liberalisoknak	1	1
millioi	1	1
kihagaskor	1	1
kovetett	3	3
simulna	1	1
liberalisokat	1	1
gyokereiben	1	1
livingstone	1	1
kovetne	1	1
verbe	1	1
fagyva	1	1
fohivatalnokot	1	1
alkalmazasba	1	1
huszonvalahany	1	1
halasztottak	1	1
clintont	2	2
masodpercek	1	1
lekoszont	1	1
tisztnek	1	1
erkolcsbe	1	1
sorozatat	1	1
leplezi	2	2
ugyeihez	1	1
lapzartakor	2	2
casts	1	1
sanitorium	1	1
throngs	1	1
exhorted	1	1
reassured	2	2
chukotka	1	1
gmt	4	3
midday	1	1
immense	1	1
plundering	1	1
anticrime	1	1
toughen	1	1
contractual	2	2
shoot	1	1
wastage	1	1
apologized	1	1
sects	2	1
offend	1	1
shinrikyo	1	1
judaism	1	1
baturin	2	1
circulate	1	1
komsomolskaya	5	3
dachas	2	2
novaya	1	1
yelena	2	2
dacha	1	1
udugov	2	2
pointless	1	1
jeopardize	1	1
zavgaev	1	1
vyacheslav	7	5
uzen	1	1
crude	2	2
bhavna	2	2
32russia	1	1
25germany	1	1
22france	1	1
18china	1	1
16italy	1	1
13cuba	1	1
12australia	1	1
12poland	1	1
10hungary	1	1
10th	1	1
positionkorea	1	1
9japan	1	1
7romania	1	1
6bulgaria	1	1
6belgium	1	1
5belarus	1	1
5brazil	1	1
5netherlands	1	1
4ukraine	1	1
4canada	1	1
3new	1	1
3kazakhstan	1	1
3yugoslavia	1	1
2greece	1	1
2finland	1	1
2spain	1	1
2north	1	1
2armenia	1	1
1britain	1	1
1austria	1	1
1slovak	1	1
1fri	1	1
hungarygold	1	1
3swimming	1	1
rozsa	4	3
medleyattila	1	1
czene	2	2
backstrokekrisztina	1	1
egerszegi	4	3
fencing	1	1
sabreteam	1	1
breaststroke	1	1
guttler	2	1
ind	1	1
feri	1	1
horvathne	1	1
versenynapon	1	1
norbert	1	1
gyorsuszasban	1	1
perces	2	1
idejevel	1	1
andrej	1	1
kornyejev	1	1
ezustermese	1	1
kovecs	1	1
navarrete	1	1
bence	2	2
csapatatol	1	1
grigorij	1	1
kirijenko	1	1
bronzermet	1	1
parbajtor	1	1
csapat	8	4
hormai	1	1
egyuttese	1	1
vizilabda	1	1
szenzacios	1	1
gyonyorkodteto	1	1
jatekkal	1	1
legyozte	3	1
pontveszteseg	1	1
hatos	1	1
spanyolorszag	1	1
versenyeken	1	1
egyeniben	1	1
csilla	1	1
ausztral	2	2
parosban	1	1
hyang	1	1
meteres	1	1
pillangoban	1	1
gyenyisz	1	1
pankratov	1	1
vilagcsuccsal	1	1
vlagyiszlav	1	1
vegyesen	1	1
aranyeremnel	1	1
sajtos	1	1
sajtokivonatok	2	2
apo	3	2
veszunk	2	1
szamithatunk	2	2
tapolca	1	1
haditere	1	1
harcunkban	1	1
nacizmusban	1	1
hasadas	1	1
meghosszabbitani	2	2
bekefenntartok	1	1
tartozkodasat	1	1
barsony	2	2
cafolva	1	1
lapjanak	1	1
kampanyaba	1	1
orientacio	1	1
rablasra	1	1
bunbandajat	1	1
bonnban	1	1
karsten	1	1
osszegezik	1	1
bovitesbe	1	1
bevonni	1	1
meggyozodese	1	1
voigt	1	1
megfogalmazasa	1	1
osztotta	1	1
erezze	1	1
ukrajnara	1	1
bovites	1	1
kimarado	2	1
aggodalmat	1	1
csillapitani	1	1
tavlatot	1	1
nyujtson	2	2
vetelevel	1	1
timesnak	1	1
teremthet	1	1
urt	1	1
beniamino	1	1
andreatta	1	1
millont	1	1
bovitett	1	1
osszefugges	1	1
viszonyarol	1	1
gyarmati	3	2
remenyenek	1	1
megertonek	1	1
mutatkozott	3	2
elokeszitese	2	2
profitalt	1	1
maskepp	3	3
hataros	2	2
ketszeresen	2	2
semlegesseg	1	1
orias	1	1
egyszerubb	1	1
szerkezetu	1	1
parancsnoki	1	1
muveleteinek	1	1
missziojanak	1	1
haromhonapos	1	1
allapodtak	3	3
nagykovetei	1	1
atszervezesenek	1	1
vegbe	1	1
mehessen	1	1
szovetseges	2	1
fohadiszallasa	1	1
eroibol	1	1
vezerkarok	1	1
kivonulas	1	1
boszniaba	1	1
elemek	2	2
szarazfoldi	1	1
fohadiszallasarol	1	1
jamie	1	1
ujraszerveznenek	1	1
multinacionalis	4	4
tervezese	1	1
suba	2	2
jelenlet	4	3
felderites	1	1
fonoke	2	2
megismetelte	1	1
hirszerzesi	1	1
kiujulhatnak	1	1
altabornagy	1	1
szenatus	1	1
rendet	2	2
daytoni	2	1
ujraegyesites	1	1
tanjug	4	4
klickovic	1	1
srebrenicaban	1	1
eziranyu	1	1
konszolidalnak	1	1
reszre	1	1
kommunistaknak	1	1
kormanyban	3	3
reszvetele	1	1
alakulo	2	2
elnokvalasztason	1	1
centrumparti	1	1
mozgalmat	1	1
osszehivtak	1	1
talalkozojat	3	3
weiss	3	2
talalkozora	1	1
pereljarast	1	1
vizlepcso	1	1
reszevel	1	1
nyitja	1	1
nyujtani	1	1
ingatag	1	1
viszonyaban	1	1
oszlattak	1	1
megvalaszolatlan	1	1
autonomiatorekvesek	1	1
kozossegeknek	1	1
kitetelei	1	1
feszultsegkelto	1	1
gyanakvas	1	1
elemeit	1	1
teremtik	1	1
ketoldalu	9	4
sajnalkozasanak	1	1
sajtotudositok	1	1
szakertokbol	1	1
osszeallitotta	1	1
tokay	1	1
hajdu	1	1
birtalan	1	1
akos	1	1
asztalos	1	1
verestoy	1	1
borbely	1	1
niculescu	1	1
kinal	1	1
holtpontrol	1	1
kozeputon	1	1
iranyzatok	3	2
programjan	1	1
zarodokumentumabol	1	1
allamhoz	1	1
arculkopik	1	1
emelesehez	1	1
szemfenyvesztes	1	1
mutatok	3	3
elokeszitetlen	1	1
csucsot	1	1
csuccsal	1	1
visszatert	2	2
feleli	1	1
nagyokos	1	1
kormanytamogatassal	1	1
keszulhet	1	1
balatoni	2	1
kormanybiztos	4	3
novemberben	1	1
veglegesitik	2	2
irnak	1	1
elkeszitik	1	1
vizminoseg	1	1
javitasat	1	1
alvallalkozokent	1	1
tihanyi	1	1
busas	2	2
rafogja	1	1
stilu	1	1
gazember	3	3
ovodas	1	1
szivarogtatni	1	1
balatonba	1	1
elharitasara	1	1
megbiz	1	1
szakertokre	1	1
ruhazza	1	1
milliardok	2	2
milliokkal	1	1
apropenz	1	1
pofara	1	1
kincse	1	1
radiot	1	1
szolhat	2	2
reszvenytarsasagga	5	5
kozszolgalati	12	9
mediumot	1	1
elofeltetelekent	1	1
meghozni	1	1
exkluziv	2	2
vesztesegei	1	1
finanszirozas	2	2
munkatarsa	2	2
megkapta	2	2
felmondasi	3	2
hataridovel	1	1
bontja	1	1
pusztit	1	1
kalaszos	1	1
csapadekhiany	1	1
tersegi	1	1
mezogazdasagi	9	2
huszezer	1	1
betelepulo	1	1
csaladnak	2	2
felevben	2	2
epitesere	1	1
8600	1	1
lakasra	2	2
hasznalatbaveteli	1	1
hasznalatba	1	1
idoszakahoz	1	1
atutalta	1	1
bulgarianak	1	1
beterjesztesekor	1	1
zsan	2	1
elutasitotta	4	3
moratoriumot	1	1
kuladossaganak	1	1
bezarasara	1	1
gondokkal	2	2
hitelezesenek	1	1
reszletet	1	1
bezarasa	1	1
utaljak	3	3
szen	1	1
eladasat	1	1
energiaszegeny	1	1
kiszelesiteserol	1	1
hadiipar	1	1
videnov	4	3
szenszallitasokrol	1	1
foldgazzal	1	1
torleszti	1	1
bulgariaval	1	1
posztszovjet	1	1
raszallt	1	1
oroszorszagra	1	1
bevezetitek	1	1
wattos	1	1
megkaparintja	1	1
hitelfelvevojeve	1	1
vegetert	1	1
510	2	2
milio	1	1
vasuti	3	3
atalakitasahoz	1	1
fegyverzettel	2	2
gazdasagilag	3	3
feloldotta	1	1
haditechnikai	1	1
korlatozasat	1	1
turkmenisztan	1	1
uzbegisztan	1	1
kivitelet	1	1
tilalmazo	1	1
oroszorszagot	2	2
toroltek	1	1
milliarddal	1	1
konszolidaciojarol	1	1
hianyzo	1	1
keptelenseg	2	2
elfogult	1	1
merseklese	3	3
penzhianyra	1	1
celjabol	4	3
titokkent	1	1
minek	1	1
terveznek	1	1
munkafolyamatok	1	1
hulyeseget	2	2
radarokat	1	1
feltetelezo	1	1
tulajdonaban	2	2
elektronikai	3	2
potencialis	3	3
thomson	1	1
tiporjak	1	1
alvilagi	1	1
tokebol	1	1
alapitanak	1	1
penzmosas	1	1
buntettenek	2	2
kihallgatott	1	1
csalasbol	1	1
penzatutalast	1	1
legalizalni	1	1
szamlajan	1	1
nagykovet	4	4
tolmacsa	1	1
sorrakerulni	1	1
kormanyfonek	1	1
buszkenek	1	1
rendszervaltozas	1	1
hazarendeltek	1	1
elerol	2	2
lanyaval	1	1
tanevben	1	1
kiterjeszti	1	1
lengyelorszagra	1	1
reformmal	1	1
bekapcsolodhatnak	1	1
folyamataba	1	1
futott	1	1
monnet	1	1
ismernek	2	2
integracioval	1	1
agrartudomanyi	1	1
gyori	3	3
szechenyi	1	1
intezeteben	1	1
osszefuggo	3	3
janus	1	1
tudomanyegyetem	1	1
politikatudomanyi	1	1
valaszcikke	1	1
pallagi	15	1
toretlen	1	1
irantam	1	1
gyulolete	1	1
felelme	1	1
elolvassak	1	1
tamadott	2	1
cikkemet	1	1
potoljam	1	1
feledekenyseget	1	1
cikkemre	1	1
eszukbe	1	1
lehangolo	1	1
rendszeresseggel	1	1
toredelmes	1	1
vallomast	1	1
hivatkozott	1	1
demonok	1	1
demoni	1	1
szoveghez	1	1
nehezseg	1	1
juthatott	2	2
aljassag	1	1
kuszobenek	1	1
cikkem	2	1
kovetkezorol	1	1
hipokrita	1	1
jelensege	1	1
reagalna	1	1
baloldalon	2	2
eleresere	1	1
fenntartasara	1	1
jobboldalon	2	2
fedezi	3	3
ovatossagbol	1	1
emlit	1	1
finoman	1	1
ismertettem	1	1
razkodtatta	1	1
razkodtatja	1	1
garaudy	1	1
szenteletu	1	1
abbe	1	1
garaduy	1	1
mondatban	2	2
kibontakozo	1	1
ideztem	1	1
legjelesebb	1	1
taguieff	1	1
alain	1	1
finkielkraut	1	1
garaudyval	1	1
meghurcolt	1	1
franciaorszagban	1	1
tisztessegesen	2	2
szabadjon	1	1
ideznem	1	1
torvenyekkel	2	2
gondolatok	1	1
terjedesenek	1	1
gatat	4	4
vetni	6	6
revizionistak	1	1
gyozelmehez	1	1
kituno	2	2
kinalhatott	1	1
megvitassak	1	1
rendelni	1	1
torvenyi	2	2
paragrafusokba	1	1
foglalni	1	1
dolgokat	4	4
vel	1	1
felfedezni	1	1
ujjong	1	1
joindulatuak	1	1
ragalmat	2	1
eszmefuttatasaban	1	1
jobbszelrol	1	1
izzo	2	2
shakespear	1	1
karikaturajat	1	1
velencei	1	1
jobbszelre	1	1
krizosztomra	1	1
viselkednek	1	1
fajtalan	1	1
hempergo	1	1
visszahozhatatlanul	1	1
fantaziaja	1	1
vilagaba	1	1
lopni	1	1
szamolgatni	1	1
szamlalasaval	1	1
jeruzsalemi	1	1
jad	1	1
vasem	1	1
eredmenyre	2	2
tablajan	1	1
6oo	1	1
szamra	1	1
russzisztikai	1	1
nagysagrendekkel	1	1
szakirodalomban	1	1
szazezreket	1	1
obligat	1	1
gulagok	1	1
iranyban	2	2
elokarcolt	1	1
irasomban	2	1
felveti	3	3
irtottak	1	1
indiant	1	1
eheztetett	1	1
ormenyt	1	1
torokok	1	1
meszaroltak	1	1
nepirtasoknak	1	1
roluk	1	1
pallaginak	1	1
boseges	1	1
alkalma	1	1
keltette	1	1
vitakbol	1	1
nevezhetne	1	1
inkriminalt	1	1
szappanoperat	1	1
leckenek	1	1
eletemben	1	1
beszeltem	2	2
felkaptak	1	1
soat	1	1
aggodalmainak	1	1
kommerszializaljak	1	1
szerzoje	3	3
elemezze	1	1
mondathoz	1	1
zarojeles	1	1
szerkesztok	1	1
cikkeimbe	1	1
helytelenre	1	1
cikkemben	2	1
nemetorszagot	1	1
milliosra	1	1
valtoztattak	2	2
gaborrol	1	1
orbanrol	1	1
mondatbol	1	1
idezojelet	1	1
ertelmet	1	1
szerencsere	3	3
aprobb	1	1
valtoztatasokat	1	1
mondatomban	1	1
faxon	1	1
szandeknak	1	1
morzsajaval	1	1
hitlert	1	1
producerrel	1	1
hosszuva	1	1
valaszomat	1	1
nyomaban	2	2
vallasarol	1	1
higgadt	1	1
osszeeskuvese	1	1
pallagirol	1	1
tarsairol	2	2
tiranaban	1	1
mediaban	4	3
fejlodo	2	2
orszagreszben	1	1
tavolitottak	1	1
hazudni	2	1
szovetet	1	1
eletveszelyesen	1	1
esz	3	3
feltetelezne	1	1
megkiserlik	1	1
targyilagos	4	4
alapkovetelmenyeit	1	1
megemeszthetetlen	2	2
olvasoknak	1	1
kezzelfoghato	1	1
fogom	2	2
gyava	1	1
nagyvonalu	1	1
ajanlataim	2	1
faroljon	1	1
megtamadott	2	1
barmelyikeben	1	1
otszoroset	1	1
tolem	1	1
kerve	1	1
megjelenteti	1	1
megjelolt	1	1
kasza	1	1
europas	1	1
etikailag	1	1
marasztalt	1	1
makusz	2	2
irasom	2	2
ujsagba	1	1
tanuk	1	1
talalkozast	2	2
kimeneteltol	1	1
bator	2	2
elemezte	1	1
ajanlatokat	1	1
tabukat	1	1
pallagit	1	1
elvbaratait	1	1
hatekonyabban	1	1
ultranationalist	2	2
disbands	1	1
paramilitary	1	1
renounces	1	1
una	124	30
inciting	1	1
informing	3	3
newscasts	1	1
surpassed	1	1
smallholders	1	1
revokes	1	1
zylyftar	1	1
aranit	1	1
prel	1	1
ramizi	1	1
lleshi	1	1
manush	1	1
planing	1	1
mighty	1	1
taxpayers	19	4
krasnaya	1	1
markedly	2	2
kursk	1	1
uniformed	1	1
glazev	3	2
founding	2	2
suspends	1	1
quarrel	1	1
millionaires	1	1
christos	1	1
giannikos	1	1
sunny	1	1
disperse	4	4
repatriate	1	1
crimean	1	1
tatars	2	1
republika	1	1
skinheads	1	1
extremist	2	2
punishes	2	2
restructures	1	1
rationalization	1	1
predecessor	1	1
slavic	1	1
crimea	1	1
chernenko	1	1
migrating	1	1
presumably	2	2
hazudozasban	1	1
megdontott	1	1
hazaerkezett	1	1
olimpiarol	1	1
sportolok	1	1
sportcsarnokban	1	1
unnepsegen	2	2
gallov	2	2
otsh	3	2
olimpian	2	1
versenyzoink	1	1
reszesul	1	1
greminger	1	1
elnokhelyettese	1	1
sportnak	1	1
egyharmadra	1	1
megrogzott	1	1
kutyaszoritoban	1	1
rugja	1	1
hirosimai	1	1
atomtamadas	1	1
atommentesseget	1	1
civilszervezetek	1	1
emlekeztettek	1	1
tomegpusztito	2	1
fegyvereket	1	1
tagorszagoknak	1	1
fogadniuk	1	1
atomfegyverek	2	2
allomasoztatasat	1	1
helyzetrol	2	2
polgarai	1	1
elettartam	1	1
jelcini	2	2
bulgariaban	1	1
szuletesre	1	1
halalozasrol	1	1
kapitalizmusba	1	1
zurzavart	1	1
stresszhelyzeteket	1	1
betegge	1	1
kovetkeztetesre	1	1
regioban	1	1
remenyt	2	2
evforduloja	3	2
daniai	2	1
fyn	1	1
kapcsolatfejlesztesi	1	1
szervezte	1	1
rendezvenyeken	1	1
alkotasaival	1	1
kavehaz	1	1
foszakacsa	1	1
bosendorfer	1	1
szijgyarto	1	1
kiallitjak	1	1
peldanyai	1	1
konyvtarbol	1	1
varosaiban	1	1
fellep	1	1
vadrozsa	1	1
neptanccsoport	1	1
sebestyen	1	1
miskolc	1	1
dixieland	1	1
uzennek	1	1
kepzelik	1	1
magyarokkal	1	1
lorincz	1	1
ketsegbevono	1	1
kivel	1	1
szerzodott	2	2
csucsra	1	1
abszurd	1	1
birodalma	1	1
uzent	1	1
sr	1	1
nikolaj	1	1
trucuk	1	1
kommentalta	2	2
vlagyimir	1	1
tajekoztatasi	1	1
vezetojenek	1	1
csucstalalkozoval	1	1
reagaltak	2	2
tanacskozas	1	1
andrejev	1	1
betiltana	2	2
mediafax	1	1
kolozs	2	1
grigore	1	1
zanc	1	1
tiltsa	1	1
megyebe	1	1
utasitsa	2	2
reformatusokkal	1	1
torvenyeit	1	1
vilagtalalkozojanak	1	1
tudositast	2	2
megnyitorol	1	1
mulasztja	1	1
zilei	1	1
cimben	1	1
emberet	1	1
mozgositotta	1	1
rendezveny	1	1
megnyitojan	1	1
temesvari	2	1
csarnokban	1	1
okumenikus	2	1
osszejovetel	1	1
alkalom	1	1
gyanusitasok	1	1
igazsagossag	2	2
egyperces	1	1
adozzanak	1	1
vendegek	1	1
elsonek	2	2
ciuhandu	1	1
temesvar	1	1
hianybol	1	1
belepeshez	1	1
teljesito	1	1
idopontjaig	1	1
addigra	2	2
liberalbolsevista	1	1
hulyesegeket	1	1
mennyisegben	1	1
zuhantak	2	2
csokkentek	3	3
29787	1	1
bere	1	1
51395	1	1
keresetnovekedes	1	1
uteme	3	3
fitying	2	2
erni	2	2
bevezetett	3	2
forintnak	1	1
talpon	1	1
megrazkodtatas	1	1
fizetoeszkozt	1	1
forgalomban	1	1
valutavasarlast	1	1
elemzeseben	1	1
forgalomba	1	1
hozatalanak	1	1
kerlelhetetlenul	1	1
megmarad	1	1
leertekelesi	1	1
ezredfordulon	1	1
ketszaz	2	2
vonalon	1	1
beall	1	1
iparkamara	2	2
kifulladas	1	1
visszaesett	1	1
epitesi	1	1
kisipar	1	1
merseklodo	1	1
tervezettet	1	1
tuladoztatas	2	2
kilatastalanabb	1	1
tobbsegenel	1	1
repokamatok	1	1
csokkenese	2	2
magasak	1	1
szepit	1	1
ketezer	1	1
exportdinamikaja	1	1
kijelenteseivel	1	1
csokkentese	3	3
ohaj	1	1
alkalmazasaval	1	1
maradni	1	1
komolytalannak	1	1
emeleserol	1	1
felroppent	1	1
elkerulhetetlen	1	1
bdszsz	2	2
bedobnak	1	1
valosagbeli	1	1
emelessel	2	2
erjek	1	1
juhokat	1	1
magyarorszagrol	5	4
gyanussa	1	1
kerulhetett	2	1
oltott	2	2
oltanak	1	1
fole	4	4
nyolcoras	1	1
szavazattal	1	1
nemmel	1	1
palyazok	1	1
szeket	1	1
foglalhatja	1	1
megvalasztasat	1	1
tv2	1	1
musorok	1	1
televiziozas	1	1
elkotelezett	1	1
hivenek	3	3
alelnokeit	1	1
honapot	1	1
igenylo	1	1
alakulasat	1	1
vetozni	2	2
mediat	2	2
arroganciajuk	1	1
mediatestuletek	2	1
mediaval	1	1
uzemben	2	2
tartasi	1	1
enyhitene	1	1
televiziora	1	1
ujraallamositasi	1	1
kozmedia	1	1
kifogasolt	1	1
vegrehajtasahoz	2	2
torvenymodositasra	1	1
semmikeppen	2	1
feloszlatasat	1	1
testuletek	2	2
szabalyainak	1	1
adoterheket	1	1
teherbiro	1	1
kisebbik	4	4
megdobbenessel	1	1
megvonta	1	1
hirlaptol	1	1
lepesre	1	1
szerencsetlennek	1	1
indokolatlannak	1	1
vallalatnak	1	1
hirdeteseit	1	1
nyt	1	1
kirohan	1	1
liberalizmusukat	1	1
megbeklyozott	1	1
kibontakozas	1	1
tukroz	1	1
szerkesztosegi	2	2
ukrajnaban	1	1
lapoknak	1	1
jovedelemre	1	1
kegyeiert	1	1
esdeklo	1	1
kormanyok	2	2
kifinomultabb	1	1
bevezetesevel	1	1
nyomast	4	4
gyakorolnak	1	1
visszatartjak	2	1
megrendeleseket	2	2
kurtitjak	1	1
mutetek	2	2
maradhatnak	1	1
cser	2	2
oep	2	1
felmerik	1	1
teljesitmenyelvu	1	1
valtotta	2	2
matejka	1	1
zsuzsanna	1	1
fogyogyszeresz	1	1
dragulas	1	1
grafikonos	1	1
forditottak	1	1
hanyad	1	1
adat	3	2
legtobbet	4	3
egeszseg	1	1
forditjak	1	1
torokorszagot	1	1
mexikot	1	1
elozi	1	1
fejlettek	1	1
klubjanak	2	2
tagorszaga	1	1
aranyaban	2	2
hazanknal	1	1
egeszsegugyre	1	1
turhetetlennek	1	1
megteremteseert	1	1
feleves	2	2
merlegerol	1	1
szazalekon	1	1
atlag	3	3
kinyilik	1	1
kepe	2	1
elettartama	1	1
noke	2	2
atlagaval	1	1
szuletesek	1	1
oregszik	1	1
idos	2	2
feluliek	2	1
helyzetkep	1	1
evesnel	1	1
evtizeddel	2	2
980	1	1
koromfekete	1	1
rapcsak	2	1
polgarmesterevel	1	1
valsagba	1	1
sodorta	4	3
felelik	1	1
demokraciara	1	1
lakosainak	1	1
rossznak	1	1
minositik	1	1
retegeivel	1	1
szembeallitani	1	1
sikkasztassal	1	1
gyanusitja	1	1
elszallitja	1	1
svedorszagi	1	1
szurkolok	1	1
hajnalban	2	2
beismerte	1	1
celjaira	1	1
haszalta	1	1
nyoma	1	1
fajtakbol	1	1
keresztezett	1	1
verszopo	1	1
fenevadakat	1	1
rendorsegtol	1	1
hateves	1	1
gyermekre	1	1
rendor	1	1
lelotte	1	1
kutyat	1	1
rosszra	1	1
demagog	1	1
ertekeljuk	1	1
szemszogbol	1	1
korszakanak	1	1
szepitesre	1	1
elhozta	1	1
szenzacioja	1	1
autopalyat	1	1
csacsi	1	1
megfizeti	1	1
kilometeres	1	1
szakaszert	1	1
felaron	1	1
utazasokra	1	1
szocialhazudos	1	1
uzemi	1	1
szamithattak	1	1
tendenciozusan	1	1
katasztrofaba	1	1
kormanypenzbol	1	1
tengodo	1	1
uraik	1	1
hirdetik	2	2
kutyanak	1	1
elvitte	1	1
elutaztatni	1	1
sajnalom	1	1
tiszteltek	1	1
batorsaguk	1	1
hinni	2	2
eldontott	1	1
szerenyebb	3	3
uzletmenet	1	1
atveszelni	1	1
marmint	1	1
ajanlom	1	1
olvassak	1	1
fonokseg	1	1
sajtojanal	1	1
megtudhattunk	1	1
okaert	3	3
rosszat	2	2
usztunk	1	1
talalkozhat	1	1
egyontetu	1	1
bizonyitotta	2	2
asztrik	2	1
foapat	1	1
betegeskedo	2	2
foapatot	1	1
osszejott	1	1
szentatya	3	2
oruljunk	2	2
varszegi	1	1
asztrikot	1	1
egekbe	1	1
czeizel	5	1
endret	1	1
lokte	1	1
aranycsapatnak	1	1
eleri	3	3
idegesitoen	1	1
koncepcios	2	1
tettuk	3	2
sardobalas	1	1
tullottek	1	1
veje	1	1
peceznek	1	1
objektivan	1	1
irritalja	1	1
simonyi	1	1
benedek	2	2
endrek	1	1
tekintelyuket	1	1
atellenes	1	1
serpenyojebe	1	1
konnyunek	1	1
birjak	1	1
mediagepezet	2	2
olyankor	1	1
alabbihoz	1	1
ketballabas	1	1
megvaltoztatasa	2	2
nyomoz	1	1
munkatarsunkkal	1	1
beszelgetve	1	1
kozeliti	1	1
kozegben	1	1
surusodott	1	1
